MA,FA,Cs,Pb,Sn,Other,I,Br,Po,ETL,HTL,Ne,Add_O,Add_I,Add_H,Step,Solvent,Coated1_v,Coated1_t,Coated2_v,Coated2_t,Antisolvent,Anneal_T,Anneal_t,Gap
0,0,1,0.97,0,0.03,0,1,0,0.333333333,0,1,0,0,0,1,0.25,0.25,0.333333333,0.333333333,0.5,0,0.714285714,0.055555556,0.851711027
0,0,1,0.96,0,0.04,0,1,0,0.333333333,0,1,0,0,0,1,0.25,0.25,0.333333333,0.333333333,0.5,0,0.714285714,0.055555556,0.866920152
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.285714286,0.055555556,0.72243346
0,0,1,0.99,0,0.01,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.285714286,0.055555556,0.72243346
0,0,1,0.98,0,0.02,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.285714286,0.055555556,0.707224335
0,0,1,0.97,0,0.03,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.285714286,0.055555556,0.72243346
0,0,1,0.95,0,0.05,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.285714286,0.055555556,0.711026616
0,0,1,1,0,0,0.333333333,0.666666667,0,1,1,0.333333333,0,0,0,0.5,0.5,0.3125,0.333333333,0,0,0,0.457142857,0.222222222,0.790874525
0,0,1,1,0,0,0.333333333,0.666666667,0,0,1,0.333333333,0,0,0,0.5,0.5,0.3125,0.333333333,0,0,0,0.457142857,0.222222222,0.790874525
0,0,1,1,0,0,0,1,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.111111111,0.88973384
0,0,1,1,0,0,0.333333333,0.666666667,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,1,0.111111111,0.72243346
0,0,1,0.9,0.1,0,0.333333333,0.666666667,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,1,0.111111111,0.680608365
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.5,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.718631179
0,0,1,0.95,0,0.05,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.730038023
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,0.95,0.05,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.577946768
0,0.9,0.1,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.581749049
0,0.85,0.15,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.581749049
0,0.8,0.2,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.581749049
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,1,0,1,0,0,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.5,0.333333333,0,0,1,0.428571429,0.055555556,0.574144487
0,0,1,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.633079848
0,0,1,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.633079848
0,0,1,0.975,0,0.025,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.636121673
0,0,1,0.975,0,0.025,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.636121673
0,0,1,0.95,0,0.05,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.638403042
0,0,1,0.95,0,0.05,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.638403042
0,0,1,0.925,0,0.075,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.645627376
0,0,1,0.925,0,0.075,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.645627376
0,0,1,0.9,0,0.1,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.645627376
0,0,1,0.9,0,0.1,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0.75,0.1875,0.111111111,0.666666667,0.5,0,0.514285714,0.1,0.645627376
0.17,0.78,0.05,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.17,0.78,0.05,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.17,0.73,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.17,0.73,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.17,0.68,0.15,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.631178707
0.17,0.68,0.15,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.631178707
0.25,0.75,0,1,0,0,0.33,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.615969582
0.2,0.75,0.05,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.15,0.75,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.15,0.75,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.1,0.75,0.15,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.631178707
0.1,0.75,0.15,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.631178707
0.12,0.83,0.05,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.12,0.83,0.05,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.07,0.83,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0.07,0.83,0.1,1,0,0,0.83,0.17,0,0.333333333,0.333333333,0.333333333,0,1,1,1,0.75,0.125,0.111111111,1,0.333333333,1,0.285714286,0.666666667,0.619771863
0,0.83,0.17,1,0,0,0.6,0.4,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.25,0.25,0.5,0,0,0,0.528571429,1,0.661596958
0,0.83,0.17,1,0,0,0.6,0.4,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.25,0.25,0.5,0,0,0,0.528571429,1,0.661596958
0.15,0.85,0.05,1,0,0,0.85,0.15,1,0.666666667,0.333333333,0.666666667,0,1,1,1,0.5,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.666666667,0.6121673
0.1425,0.8475,0.05,1,0,0,0.15,0.85,1,0.666666667,0.333333333,0.666666667,0,1,1,1,0.5,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.666666667,0.615969582
0.135,0.765,0.1,1,0,0,0.15,0.85,1,0.666666667,0.333333333,0.666666667,0,1,1,1,0.5,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.666666667,0.619771863
0.2,0.8,0,0.5,0.5,0,1,0,1,1,1,0.666666667,0,1,1,1,0.5,0.125,0.111111111,0.833333333,0.5,0,0.285714286,0.077777778,0.479087452
0.2,0.8,0,0.5,0.5,0,1,0,1,1,1,0.666666667,0,1,1,1,0.5,0.125,0.111111111,0.833333333,0.5,0,0.285714286,0.077777778,0.479087452
0.195,0.78,0.025,0.5,0.5,0,1,0,1,1,1,0.666666667,0,1,1,0.5,0.5,0.625,0.111111111,0,0,0,0.285714286,0.077777778,0.479087452
0.195,0.78,0.025,0.5,0.5,0,1,0,1,1,1,0.666666667,0,1,1,0.5,0.5,0.625,0.111111111,0,0,0,0.285714286,0.077777778,0.479087452
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,1,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,1,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,0,1,0,0,0,0.5,0.25,0.25,0.222222222,0,0,0,0.571428571,0.055555556,0.650190114
0,0,1,1,0,0,0.333333333,0.666666667,0,0.333333333,1,1,0,0,0,1,0.5,0.1875,0.222222222,0.833333333,1,0,0.8,0.111111111,0.779467681
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.596958175
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1,0,0,1,1,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,0.593155894
0,0,1,1,0,0,0.333333333,0.666666667,0,0.333333333,0,1,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,1,0.008333333,0.718631179
0,0,1,0.995,0,0.005,0.336666667,0.663333333,0,0.333333333,0,1,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,1,0.008333333,0.703422053
