MA,FA,Cs,Pb,Sn,Other,I,Br,Po,ETL,HTL,Ne,Add_O,Add_I,Add_H,Step,Solvent,Coated1_v,Coated1_t,Coated2_v,Coated2_t,Antisolvent,Anneal_T,Anneal_t,Gap
0,0,1,0.99,0,0.01,0.34,0.66,0,0.333333333,0,1,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,1,0.008333333,0.688212928
0,0,1,0.98,0,0.02,0.346666667,0.653333333,0,0.333333333,0,1,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,1,0.008333333,0.684410646
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.726235741
0,0,1,0.99,0,0.01,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.728136882
0,0,1,0.98,0,0.02,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.730418251
0,0,1,0.97,0,0.03,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.733079848
0,0,1,0.96,0,0.04,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.729657795
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,1,0.333333333,0,1,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,0.730038023
1,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.593155894
1,0,0,1,0,0,0.88,0.12,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.615969582
1,0,0,1,0,0,0.74,0.26,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.642585551
1,0,0,1,0,0,0.58,0.42,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.680608365
1,0,0,1,0,0,0.41,0.59,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.745247148
1,0,0,1,0,0,0.28,0.72,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.764258555
1,0,0,1,0,0,0.05,0.95,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,0.847908745
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,0,0,0,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,1,0,0,1,0,0,0.333333333,1,0.333333333,1,1,1,0.5,0.75,0.5,0.333333333,0,0,0,0.857142857,0.111111111,0.657794677
0,0,1,0,1,0,1,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0.5,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,0.482889734
0,0,1,0,1,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,1,0,0.5,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,0.520912548
0,0,1,0,1,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0,1,0,0.5,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,0.627376426
0,0,1,0,1,0,0,1,0,0.333333333,0.333333333,0.333333333,0,1,0,0.5,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,0.66539924
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,0.730038023
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.375,0.277777778,0,0,1,0.457142857,0.111111111,0.72243346
0,0,1,0.9,0,0.1,0.666666667,0.333333333,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.375,0.277777778,0,0,1,0.457142857,0.111111111,0.718631179
0,0,1,0.8,0,0.2,0.666666667,0.333333333,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.375,0.277777778,0,0,1,0.457142857,0.111111111,0.718631179
0,0,1,0.7,0,0.3,0.666666667,0.333333333,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.375,0.277777778,0,0,1,0.457142857,0.111111111,0.718631179
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
0,0,1,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,0.726235741
