MA,FA,Cs,Pb,Sn,Other,I,Br,Po,ETL,HTL,Ne,Add_O,Add_I,Add_H,Step,Solvent,Coated1_v,Coated1_t,Coated2_v,Coated2_t,Antisolvent,Anneal_T,Anneal_t,Gap
0,0,1,0,0.6,0.4,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,1,0.1875,0.333333333,0,0,0,0.285714286,0.222222222,0.600760456
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0,1,0,0,1,0,1,0,1,1,0.666666667,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.271428571,0.166666667,0.532319392
0.15,0.8,0.05,1,0,0,1,0,0,0.333333333,0,1,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,1,0.285714286,0.333333333,0.593155894
0.15,0.8,0.05,1,0,0,1,0,0,0.333333333,0,1,1,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,1,0.285714286,0.333333333,0.593155894
0.15,0.8,0.05,1,0,0,1,0,0,0.333333333,0,1,1,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,1,0.285714286,0.333333333,0.593155894
0.15,0.8,0.05,1,0,0,1,0,0,0.333333333,0,1,1,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,1,0.285714286,0.333333333,0.593155894
0.1615,0.7885,0.05,1,0,0,0.83,0.17,0,0.666666667,1,0.666666667,0,0,0,1,0.75,0.075,0.066666667,0.666666667,0.666666667,1,0.428571429,0.111111111,0.589353612
0.1615,0.7885,0.05,1,0,0,0.83,0.17,0,0.666666667,1,0.666666667,1,0,0,1,0.75,0.075,0.066666667,0.666666667,0.666666667,1,0.428571429,0.111111111,0.562737643
0.1615,0.7885,0.05,1,0,0,0.83,0.17,0,0.666666667,1,0.666666667,1,0,0,1,0.75,0.075,0.066666667,0.666666667,0.666666667,1,0.428571429,0.111111111,0.562737643
0.1615,0.7885,0.05,1,0,0,0.83,0.17,0,0.666666667,1,0.666666667,1,0,0,1,0.75,0.075,0.066666667,0.666666667,0.666666667,1,0.428571429,0.111111111,0.562737643
0.08,0.92,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.375,0.333333333,0.416666667,0.5,0,0.428571429,0.166666667,0.581749049
0.08,0.92,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.375,0.333333333,0.416666667,0.5,0,0.428571429,0.166666667,0.581749049
0.08,0.92,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.375,0.333333333,0.416666667,0.5,0,0.428571429,0.166666667,0.581749049
0.08,0.92,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.375,0.333333333,0.416666667,0.5,0,0.428571429,0.166666667,0.581749049
0.05,0.9,0.05,1,0,0,0.9,0.1,0,0.333333333,1,0.666666667,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.333333333,0,0.285714286,0.666666667,0.600760456
0.05,0.9,0.05,1,0,0,0.9,0.1,0,0.333333333,1,0.666666667,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.333333333,1,0.285714286,0.666666667,0.603041825
0.02,0.98,0.05,1,0,0,1,0,0,1,0,1,0,0,1,1,0.75,0.25,0.277777778,0.833333333,0.5,1,0.314285714,0.222222222,0.589353612
0.02,0.98,0.05,1,0,0,1,0,0,1,0,1,0,0,1,1,0.75,0.25,0.277777778,0.833333333,0.5,1,0.314285714,0.222222222,0.589353612
0.02,0.98,0.05,1,0,0,1,0,0,1,0,1,0,0,1,1,0.75,0.25,0.277777778,0.833333333,0.5,1,0.314285714,0.222222222,0.589353612
0.02,0.98,0.05,1,0,0,1,0,0,1,0,1,0,0,1,1,0.75,0.25,0.277777778,0.833333333,0.5,1,0.314285714,0.222222222,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0.14,0.8,0.06,1,0,0,1,0,1,1,0,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.833333333,0.5,1,0.285714286,0.333333333,0.589353612
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,0.8,0.2,1,0,0,0.6,0.4,1,1,0,0.666666667,1,0,1,0.5,0.75,0.625,0.333333333,0,0,1,0.285714286,0.111111111,0.676806084
0,1,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.125,0.055555556,0.833333333,0.583333333,1,0.285714286,0.277777778,0.580608365
0,1,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.125,0.055555556,0.833333333,0.583333333,1,0.285714286,0.277777778,0.580608365
0,1,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.125,0.055555556,0.833333333,0.583333333,1,0.285714286,0.277777778,0.580608365
0,1,0,1,0,0,1,0,0,0.666666667,1,0.333333333,0,0,0,1,0.75,0.125,0.055555556,0.833333333,0.583333333,1,0.285714286,0.277777778,0.580608365
0,0.8,0.2,0.5,0.5,0,1,0,1,1,0.666666667,1,0,0,0,1,0.75,0.1875,0.111111111,0.583333333,0.75,1,0.371428571,0.077777778,0.460076046
0,0.8,0.2,0.5,0.5,0,1,0,1,1,0.666666667,1,1,1,1,1,0.75,0.1875,0.111111111,0.583333333,0.75,1,0.371428571,0.077777778,0.460076046
0,0.8,0.2,0.5,0.5,0,1,0,1,1,0.666666667,1,0,1,1,1,0.75,0.1875,0.111111111,0.666666667,0.666666667,1,0.371428571,0.077777778,0.460076046
0,0.8,0.2,0.5,0.5,0,1,0,1,1,1,1,0,1,1,1,0.75,0.1875,0.111111111,0.583333333,0.75,1,0.242857143,0.333333333,0.463878327
0,0.8,0.2,0.5,0.5,0,1,0,1,1,0.666666667,1,0,1,1,1,0.75,0.1875,0.111111111,0.583333333,0.75,1,0.242857143,0.333333333,0.463878327
0,0.9,0.1,0.75,0.25,0,1,0,1,1,0.666666667,0.666666667,0,1,1,0.5,0.75,0.625,0.666666667,0,0,0,0.428571429,0.166666667,0.501901141
0,0.7,0.3,0.7,0.3,0,1,0,1,1,0.666666667,0.666666667,0,1,1,0.5,0.75,0.625,0.666666667,0,0,0,0.428571429,0.166666667,0.501901141
0.7,0.3,0,0.7,0.3,0,1,0,1,1,0.666666667,0.666666667,0,1,1,0.5,0.75,0.75,0.444444444,0,0,1,0.285714286,0.111111111,0.536121673
0.7,0.3,0,0.7,0.3,0,1,0,1,1,0.666666667,0.666666667,0,1,1,0.5,0.75,0.75,0.444444444,0,0,1,0.285714286,0.111111111,0.536121673
0.3,0.7,0.5,0.5,0,0,1,0,1,1,0.666666667,0.666666667,0,0,0,1,0.75,0.125,0.055555556,0.666666667,0.666666667,1,0.285714286,0.111111111,0.482889734
0.3,0.7,0.5,0.5,0,0,1,0,1,1,0.666666667,0.666666667,1,0,1,1,0.75,0.125,0.055555556,0.666666667,0.666666667,1,0.285714286,0.111111111,0.482889734
0.3,0.7,0.5,0.5,0,0,1,0,1,1,0.666666667,0.666666667,1,0,0,1,0.75,0.125,0.055555556,0.666666667,0.666666667,1,0.285714286,0.111111111,0.482889734
0.3,0.7,0.5,0.5,0,0,1,0,1,1,0.666666667,0.666666667,1,0,1,1,0.75,0.125,0.055555556,0.666666667,0.666666667,1,0.285714286,0.111111111,0.482889734
0.3,0.7,0.5,0.5,0.5,0,1,0,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.666666667,1,0.285714286,0.111111111,0.479087452
0.3,0.7,0.5,0.5,0.5,0,1,0,0,1,0.666666667,0.666666667,1,0,1,1,0.75,0.125,0.111111111,0.666666667,0.666666667,1,0.285714286,0.111111111,0.482889734
0.3,0.6,0.1,0.5,0.5,0,1,0,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.666666667,1,0.285714286,0.111111111,0.475285171
0.3,0.6,0.1,0.5,0.5,0,1,0,0,1,0.666666667,0.666666667,1,0,0,1,0.75,0.125,0.111111111,0.666666667,0.666666667,1,0.285714286,0.111111111,0.475285171
0.3,0.6,0.1,0.5,0.5,0,1,0,0,1,0.666666667,0.666666667,1,0,0,1,0.75,0.125,0.111111111,0.666666667,0.666666667,1,0.285714286,0.111111111,0.475285171
0,0.75,0.25,0.6,0.4,0,1,0,1,1,0.666666667,0.666666667,1,0,0,0.5,1,0.5,0.333333333,0,0,1,0.285714286,0.077777778,0.47148289
